ID;Data Adicionada;Última Alteração;Último Editor;Empresa Doadora;Empresa Recebedora;Tipo;Algoritmo;Jornal;Viés;Nota
20;2035-07-22T11:00:00;2035-07-22T11:00:00;Jack Inch;Watson-Gray;Marine_Sanctuary;Event.Aid;ShadGPT;Lomark Daily;Positivo;0.9985
21;2035-07-22T05:00:00;2035-07-22T05:00:00;Greta Grass-Hill;Watson-Gray;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.969
0;2035-02-26T14:00:00;2035-02-26T14:00:00;Melinda Manning;Watson-Gray;Rasmussen, Nelson and King;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9954
0;2035-02-26T08:00:00;2035-02-26T08:00:00;Pelagia Alethea Mordoch;Watson-Gray;Martin LLC;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9985
0;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Thomas-Weaver;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Lopez-Delgado;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Lopez-Delgado;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Cooper, Holland and Nelson;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-03-11T19:00:00;2035-03-11T19:00:00;Urashima Tarō;Watson-Gray;Cooper, Holland and Nelson;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
2;2035-03-11T02:00:00;2035-03-11T02:00:00;Niklaus Oberon;Watson-Gray;Cooper, Holland and Nelson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
0;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Thompson-Padilla;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.969
0;2035-03-10T13:00:00;2035-03-10T13:00:00;Clepper Jessen;Watson-Gray;Burns Inc;Event.Communication.Conference;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-03-10T21:00:00;2035-03-10T21:00:00;Melinda Manning;Watson-Gray;Smith-Hull;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-03-10T21:00:00;2035-03-10T21:00:00;Melinda Manning;Watson-Gray;Flores Ltd;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.969
1;2035-03-25T15:00:00;2035-03-25T15:00:00;Jack Inch;Watson-Gray;Flores Ltd;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-11T19:00:00;2035-03-11T19:00:00;Urashima Tarō;Watson-Gray;Clark-Leon;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
1;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Clark-Leon;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-11T19:00:00;2035-03-11T19:00:00;Urashima Tarō;Watson-Gray;Olson and Sons;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-03-11T16:00:00;2035-03-11T16:00:00;Haenyeo Hyun-Ki;Watson-Gray;Craig Ltd;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9985
0;2035-03-11T16:00:00;2035-03-11T16:00:00;Haenyeo Hyun-Ki;Watson-Gray;Sanchez-Moreno;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9985
1;2035-03-21T04:00:00;2035-03-21T04:00:00;Kristin Baker;Watson-Gray;Sanchez-Moreno;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9954
0;2035-03-11T16:00:00;2035-03-11T16:00:00;Haenyeo Hyun-Ki;Watson-Gray;Jackson, Mendez and Nguyen;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9985
0;2035-03-11T02:00:00;2035-03-11T02:00:00;Niklaus Oberon;Watson-Gray;Moore-Simon;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Moore-Simon;Event.Communication.Conference;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-03-11T02:00:00;2035-03-11T02:00:00;Niklaus Oberon;Watson-Gray;Cook PLC;Event.Communication.Conference;BassLine;The News Buoy;Positivo;0.969
0;2035-03-11T02:00:00;2035-03-11T02:00:00;Niklaus Oberon;Watson-Gray;Evans Ltd;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-07-22T13:00:00;2035-07-22T13:00:00;Urashima Tarō;Watson-Gray;Evans Ltd;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Solis-Lopez;Event.Communication.Conference;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Walker, Erickson and Blake;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Brown-Stokes;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
1;2035-04-25T10:00:00;2035-04-25T10:00:00;Greta Grass-Hill;Watson-Gray;Brown-Stokes;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Haney Group;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-21T07:00:00;2035-03-21T07:00:00;Harvey Janus;Watson-Gray;Wilcox-Nelson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
0;2035-03-21T07:00:00;2035-03-21T07:00:00;Harvey Janus;Watson-Gray;Ross-Curtis;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-04-25T23:00:00;2035-04-25T23:00:00;Greta Grass-Hill;Watson-Gray;Ross-Curtis;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9954
0;2035-03-21T07:00:00;2035-03-21T07:00:00;Harvey Janus;Watson-Gray;Hernandez, Levy and Hanson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-03-21T07:00:00;2035-03-21T07:00:00;Harvey Janus;Watson-Gray;Hernandez, Levy and Hanson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
2;2035-04-25T23:00:00;2035-04-25T23:00:00;Greta Grass-Hill;Watson-Gray;Hernandez, Levy and Hanson;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9954
0;2035-03-23T22:00:00;2035-03-23T22:00:00;Jack Inch;Watson-Gray;Underwood Inc;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
0;2035-03-23T22:00:00;2035-03-23T22:00:00;Jack Inch;Watson-Gray;Johnson-Johnson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Johnson-Johnson;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
2;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Johnson-Johnson;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-23T22:00:00;2035-03-23T22:00:00;Jack Inch;Watson-Gray;Wilson-Grant;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
0;2035-03-25T15:00:00;2035-03-25T15:00:00;Jack Inch;Watson-Gray;Rosario-Melendez;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-25T14:00:00;2035-03-25T14:00:00;Junior Shurdlu;Watson-Gray;Harrington Inc;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-03-25T14:00:00;2035-03-25T14:00:00;Junior Shurdlu;Watson-Gray;Jefferson Inc;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Jefferson Inc;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-03-25T14:00:00;2035-03-25T14:00:00;Junior Shurdlu;Watson-Gray;Martinez, Willis and Barr;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Martinez, Willis and Barr;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Kelly-Smith;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
1;2035-04-25T10:00:00;2035-04-25T10:00:00;Greta Grass-Hill;Watson-Gray;Kelly-Smith;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Fisherman's Best N.V. Express;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
1;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Fisherman's Best N.V. Express;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Cooper, Wood and Smith;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Holt PLC;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-04-04T19:00:00;2035-04-04T19:00:00;Clepper Jessen;Watson-Gray;Montoya Group;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T19:00:00;2035-04-04T19:00:00;Clepper Jessen;Watson-Gray;Patterson, Moreno and Jensen;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
1;2035-04-25T10:00:00;2035-04-25T10:00:00;Greta Grass-Hill;Watson-Gray;Patterson, Moreno and Jensen;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T19:00:00;2035-04-04T19:00:00;Clepper Jessen;Watson-Gray;James, Bell and Chen;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T19:00:00;2035-04-04T19:00:00;Clepper Jessen;Watson-Gray;Olsen-Haley;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-04T03:00:00;2035-04-04T03:00:00;Greta Grass-Hill;Watson-Gray;Bowers Group;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-04-04T03:00:00;2035-04-04T03:00:00;Greta Grass-Hill;Watson-Gray;Allen-Weiss;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-04-30T01:00:00;2035-04-30T01:00:00;Junior Shurdlu;Watson-Gray;Allen-Weiss;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.886
0;2035-04-25T10:00:00;2035-04-25T10:00:00;Greta Grass-Hill;Watson-Gray;Parrish LLC;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-25T10:00:00;2035-04-25T10:00:00;Greta Grass-Hill;Watson-Gray;Maddox Group;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
1;2035-05-09T19:00:00;2035-05-09T19:00:00;Haenyeo Hyun-Ki;Watson-Gray;Maddox Group;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Smith, Smith and Barber;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.969
1;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Smith, Smith and Barber;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Velasquez Inc;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Dunn Inc;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
1;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Dunn Inc;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-30T01:00:00;2035-04-30T01:00:00;Junior Shurdlu;Watson-Gray;Jones Group;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.886
0;2035-04-30T01:00:00;2035-04-30T01:00:00;Junior Shurdlu;Watson-Gray;Bates-Anderson;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.886
1;2035-05-19T08:00:00;2035-05-19T08:00:00;Worf Peer;Watson-Gray;Bates-Anderson;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
2;2035-07-22T13:00:00;2035-07-22T13:00:00;Urashima Tarō;Watson-Gray;Bates-Anderson;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-04-30T21:00:00;2035-04-30T21:00:00;Clepper Jessen;Watson-Gray;Hughes-Clark;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.91
1;2035-05-19T05:00:00;2035-05-19T05:00:00;Urashima Tarō;Watson-Gray;Hughes-Clark;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9954
2;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Hughes-Clark;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-04-30T21:00:00;2035-04-30T21:00:00;Clepper Jessen;Watson-Gray;Chavez, Anderson and Taylor;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.91
0;2035-05-09T19:00:00;2035-05-09T19:00:00;Haenyeo Hyun-Ki;Watson-Gray;Cisneros-Meyer;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-05-19T08:00:00;2035-05-19T08:00:00;Worf Peer;Watson-Gray;Roth, Logan and Moreno;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
1;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Roth, Logan and Moreno;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-05-19T08:00:00;2035-05-19T08:00:00;Worf Peer;Watson-Gray;Coleman, Thompson and Huber;Event.Transaction;BassLine;The News Buoy;Positivo;0.969
0;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Willis, Vasquez and Goodwin;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Harper Inc;Event.Communication.Conference;BassLine;Lomark Daily;Positivo;0.9985
0;2035-06-05T09:00:00;2035-06-05T09:00:00;Kristin Baker;Watson-Gray;Garcia, Merritt and Rose;Event.Transaction;ShadGPT;The News Buoy;Positivo;0.969
0;2035-06-05T09:00:00;2035-06-05T09:00:00;Kristin Baker;Watson-Gray;Vargas-Jensen;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.969
0;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Bryant, Macdonald and Howard;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9985
0;2035-06-21T14:00:00;2035-06-21T14:00:00;Junior Shurdlu;Watson-Gray;Taylor, Prince and Sherman;Event.Communication.Conference;ShadGPT;The News Buoy;Positivo;0.969
0;2035-07-22T13:00:00;2035-07-22T13:00:00;Urashima Tarō;Watson-Gray;Wu-Hart;Event.Transaction;ShadGPT;Haacklee Herald;Positivo;0.9954
0;2035-07-22T11:00:00;2035-07-22T11:00:00;Jack Inch;Watson-Gray;Cervantes-Kramer;Event.Transaction;ShadGPT;Lomark Daily;Positivo;0.9985
0;2035-02-20T22:00:00;2035-02-20T22:00:00;Urashima Tarō;Watson-Gray;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
1;2035-02-26T14:00:00;2035-02-26T14:00:00;Melinda Manning;Watson-Gray;Safety;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
2;2035-02-26T08:00:00;2035-02-26T08:00:00;Pelagia Alethea Mordoch;Watson-Gray;Safety;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9985
3;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
4;2035-03-10T13:00:00;2035-03-10T13:00:00;Clepper Jessen;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
5;2035-03-11T19:00:00;2035-03-11T19:00:00;Urashima Tarō;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
6;2035-03-11T02:00:00;2035-03-11T02:00:00;Niklaus Oberon;Watson-Gray;Safety;Event.Invest;BassLine;The News Buoy;Positivo;0.969
7;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
8;2035-03-21T07:00:00;2035-03-21T07:00:00;Harvey Janus;Watson-Gray;Safety;Event.Invest;BassLine;The News Buoy;Positivo;0.969
9;2035-03-25T14:00:00;2035-03-25T14:00:00;Junior Shurdlu;Watson-Gray;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
10;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
11;2035-04-04T19:00:00;2035-04-04T19:00:00;Clepper Jessen;Watson-Gray;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
12;2035-04-25T23:00:00;2035-04-25T23:00:00;Greta Grass-Hill;Watson-Gray;Safety;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
13;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
14;2035-05-09T19:00:00;2035-05-09T19:00:00;Haenyeo Hyun-Ki;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
15;2035-05-09T12:00:00;2035-05-09T12:00:00;Haenyeo Hyun-Ki;Watson-Gray;Safety;Event.Invest;BassLine;The News Buoy;Positivo;0.969
16;2035-05-19T05:00:00;2035-05-19T05:00:00;Urashima Tarō;Watson-Gray;Safety;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
17;2035-05-19T20:00:00;2035-05-19T20:00:00;Niklaus Oberon;Watson-Gray;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
18;2035-06-05T02:00:00;2035-06-05T02:00:00;Niklaus Oberon;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
19;2035-06-05T08:00:00;2035-06-05T08:00:00;Clepper Jessen;Watson-Gray;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
20;2035-06-05T09:00:00;2035-06-05T09:00:00;Kristin Baker;Watson-Gray;Safety;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
21;2035-06-21T03:00:00;2035-06-21T03:00:00;Worf Peer;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
22;2035-06-21T06:00:00;2035-06-21T06:00:00;Urashima Tarō;Watson-Gray;Safety;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
23;2035-07-22T13:00:00;2035-07-22T13:00:00;Urashima Tarō;Watson-Gray;Safety;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
24;2035-07-22T05:00:00;2035-07-22T05:00:00;Greta Grass-Hill;Watson-Gray;Safety;Event.Invest;BassLine;The News Buoy;Positivo;0.969
0;2035-02-20T04:00:00;2035-02-20T04:00:00;Pelagia Alethea Mordoch;Watson-Gray;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
1;2035-02-20T22:00:00;2035-02-20T22:00:00;Urashima Tarō;Watson-Gray;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
2;2035-02-26T14:00:00;2035-02-26T14:00:00;Melinda Manning;Watson-Gray;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
3;2035-02-26T08:00:00;2035-02-26T08:00:00;Pelagia Alethea Mordoch;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9985
4;2035-02-26T17:00:00;2035-02-26T17:00:00;Haenyeo Hyun-Ki;Watson-Gray;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
5;2035-03-10T13:00:00;2035-03-10T13:00:00;Clepper Jessen;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
6;2035-03-10T21:00:00;2035-03-10T21:00:00;Melinda Manning;Watson-Gray;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
7;2035-03-11T19:00:00;2035-03-11T19:00:00;Urashima Tarō;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
8;2035-03-22T00:00:00;2035-03-22T00:00:00;Greta Grass-Hill;Watson-Gray;Efficiency;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
9;2035-03-23T17:00:00;2035-03-23T17:00:00;Junior Shurdlu;Watson-Gray;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
10;2035-03-23T22:00:00;2035-03-23T22:00:00;Jack Inch;Watson-Gray;Efficiency;Event.Invest;BassLine;The News Buoy;Positivo;0.969
11;2035-04-04T18:00:00;2035-04-04T18:00:00;Greta Grass-Hill;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
12;2035-04-25T23:00:00;2035-04-25T23:00:00;Greta Grass-Hill;Watson-Gray;Efficiency;Event.Invest;BassLine;Haacklee Herald;Positivo;0.9954
13;2035-04-25T05:00:00;2035-04-25T05:00:00;Niklaus Oberon;Watson-Gray;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
14;2035-04-30T06:00:00;2035-04-30T06:00:00;Greta Grass-Hill;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Lomark Daily;Positivo;0.9978
15;2035-05-09T19:00:00;2035-05-09T19:00:00;Haenyeo Hyun-Ki;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
16;2035-05-09T09:00:00;2035-05-09T09:00:00;Clepper Jessen;Watson-Gray;Efficiency;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
17;2035-05-09T12:00:00;2035-05-09T12:00:00;Haenyeo Hyun-Ki;Watson-Gray;Efficiency;Event.Invest;BassLine;The News Buoy;Positivo;0.969
18;2035-05-26T16:00:00;2035-05-26T16:00:00;Haenyeo Hyun-Ki;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
19;2035-05-26T12:00:00;2035-05-26T12:00:00;Clepper Jessen;Watson-Gray;Efficiency;Event.Invest;BassLine;Lomark Daily;Positivo;0.9985
20;2035-06-21T14:00:00;2035-06-21T14:00:00;Junior Shurdlu;Watson-Gray;Efficiency;Event.Invest;ShadGPT;The News Buoy;Positivo;0.969
21;2035-07-22T13:00:00;2035-07-22T13:00:00;Urashima Tarō;Watson-Gray;Efficiency;Event.Invest;ShadGPT;Haacklee Herald;Positivo;0.9954
22;2035-07-22T05:00:00;2035-07-22T05:00:00;Greta Grass-Hill;Watson-Gray;Efficiency;Event.Invest;BassLine;The News Buoy;Positivo;0.969
0;2035-07-22T11:00:00;2035-07-22T11:00:00;Jack Inch;Watson-Gray;Lake Victoria Catch GmbH;Event.Communication.Conference;ShadGPT;Lomark Daily;Positivo;0.9985
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Glover, Moran and Johnson;Event.Communication.Conference;BassLine;Haacklee Herald;Positivo;0.9844
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Horn and Sons;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9844
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Payne Group;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9844
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Olson and Sons;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9844
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Lee-Smith;Event.Transaction;BassLine;Haacklee Herald;Positivo;0.9844
0;2035-04-03T18:00:00;2035-04-03T18:00:00;Worf Peer;York-Castillo;Marine_Sanctuary;Event.Aid;BassLine;Haacklee Herald;Positivo;0.9844
1;2035-04-03T15:00:00;2035-04-03T15:00:00;Melinda Manning;York-Castillo;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.9169
2;2035-04-03T01:00:00;2035-04-03T01:00:00;Haenyeo Hyun-Ki;York-Castillo;Marine_Sanctuary;Event.Aid;BassLine;The News Buoy;Positivo;0.9442
3;2035-07-06T17:00:00;2035-07-06T17:00:00;Jack Inch;York-Castillo;Marine_Sanctuary;Event.Aid;ShadGPT;Haacklee Herald;Positivo;0.9844
4;2035-07-06T09:00:00;2035-07-06T09:00:00;Pelagia Alethea Mordoch;York-Castillo;Marine_Sanctuary;Event.Aid;BassLine;Lomark Daily;Positivo;0.9169
5;2035-07-06T06:00:00;2035-07-06T06:00:00;Melinda Manning;York-Castillo;Marine_Sanctuary;Event.Aid;ShadGPT;The News Buoy;Positivo;0.9442
0;2035-04-03T15:00:00;2035-04-03T15:00:00;Melinda Manning;York-Castillo;Cod Table;Event.Fishing;BassLine;Lomark Daily;Positivo;0.9169
1;2035-04-03T01:00:00;2035-04-03T01:00:00;Haenyeo Hyun-Ki;York-Castillo;Cod Table;Event.Fishing.SustainableFishing;BassLine;The News Buoy;Positivo;0.9442
2;2035-07-06T17:00:00;2035-07-06T17:00:00;Jack Inch;York-Castillo;Cod Table;Event.Fishing.SustainableFishing;ShadGPT;Haacklee Herald;Positivo;0.9844
3;2035-07-06T09:00:00;2035-07-06T09:00:00;Pelagia Alethea Mordoch;York-Castillo;Cod Table;Event.Fishing.SustainableFishing;BassLine;Lomark Daily;Positivo;0.9169
0;2035-04-03T15:00:00;2035-04-03T15:00:00;Melinda Manning;York-Castillo;Jackson Inc;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9169
0;2035-04-03T15:00:00;2035-04-03T15:00:00;Melinda Manning;York-Castillo;Tracking_System;Event.Invest;BassLine;Lomark Daily;Positivo;0.9169
1;2035-04-03T01:00:00;2035-04-03T01:00:00;Haenyeo Hyun-Ki;York-Castillo;Tracking_System;Event.Invest;BassLine;The News Buoy;Positivo;0.9442
0;2035-04-03T15:00:00;2035-04-03T15:00:00;Melinda Manning;York-Castillo;Floyd-Cantu;Event.Transaction;BassLine;Lomark Daily;Positivo;0.9169
0;2035-04-03T01:00:00;2035-04-03T01:00:00;Haenyeo Hyun-Ki;York-Castillo;Wrasse Beds;Event.Fishing;BassLine;The News Buoy;Positivo;0.9442
1;2035-04-03T01:00:00;2035-04-03T01:00:00;Haenyeo Hyun-Ki;York-Castillo;Wrasse Beds;Event.Fishing;BassLine;The News Buoy;Positivo;0.9442
